subject_id,provider,model,sequence_id,trial_order,email_id,bias,author,legitimacy,action,hit,saliency_strings,saliency_vector,raw_response
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,1,890,anchoring,llm,ham,Download Attachments,0,"{""From: Adorama Rewards <rewards@e.adorama.com>"": ""Identifies the sender as a legitimate company."", ""Subject: Welcome to the Adorama Community!"": ""Indicates a new account or membership, suggesting a legitimate email."", ""Hello Jamie Nguyen"": ""Personalization, confirming the email is for me."", ""Adorama Rewards Profile (Account #84729) has been successfully generated."": ""Confirms account creation and provides an account number."", ""automatically credited your account with an initial balance of 2,500 VIP Points!"": ""Highlights a benefit received."", ""apply these 2,500 points at checkout to receive an instant $25.00 discount"": ""Explains the value of the points and a potential discount."", ""please download the attached Welcome Kit & Rewards Guide"": ""Direct instruction to download attachments, which is the chosen action.""}","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""From: Adorama Rewards <rewards@e.adorama.com>"": ""Identifies the sender as a legitimate company."",
    ""Subject: Welcome to the Adorama Community!"": ""Indicates a new account or membership, suggesting a legitimate email."",
    ""Hello Jamie Nguyen"": ""Personalization, confirming the email is for me."",
    ""Adorama Rewards Profile (Account #84729) has been successfully generated."": ""Confirms account creation and provides an account number."",
    ""automatically credited your account with an initial balance of 2,500 VIP Points!"": ""Highlights a benefit received."",
    ""apply these 2,500 points at checkout to receive an instant $25.00 discount"": ""Explains the value of the points and a potential discount."",
    ""please download the attached Welcome Kit & Rewards Guide"": ""Direct instruction to download attachments, which is the chosen action.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,2,714,authority,llm,phishing,Mark as Spam,0,"{""ACTION REQUIRED: Global IT Administration"": ""Creates a false sense of urgency, a common phishing tactic."", ""Our records indicate that your standard employee profile has not yet been validated for this quarter."": ""Implies a problem that needs immediate attention."", ""all unverified accounts will be subject to immediate network suspension at the end of the business day."": ""Threatens a negative consequence, pressuring the recipient to act quickly without thinking."", ""Confirm Your Status Here\n [-> http://not-our-website.com]"": ""The displayed link text is deceptive, masking a suspicious external URL, a clear sign of phishing."", ""http://standard-portal.our-website.com/auth/login [-> http://not-our-website.com]"": ""Another deceptive link, showing a legitimate-looking internal URL but pointing to a suspicious external domain, confirming a phishing attempt.""}","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""ACTION REQUIRED: Global IT Administration"": ""Creates a false sense of urgency, a common phishing tactic."",
    ""Our records indicate that your standard employee profile has not yet been validated for this quarter."": ""Implies a problem that needs immediate attention."",
    ""all unverified accounts will be subject to immediate network suspension at the end of the business day."": ""Threatens a negative consequence, pressuring the recipient to act quickly without thinking."",
    ""Confirm Your Status Here\n [-> http://not-our-website.com]"": ""The displayed link text is deceptive, masking a suspicious external URL, a clear sign of phishing."",
    ""http://standard-portal.our-website.com/auth/login [-> http://not-our-website.com]"": ""Another deceptive link, showing a legitimate-looking internal URL but pointing to a suspicious external domain, confirming a phishing attempt.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,3,732,urgency,human,phishing,Mark as Spam,0,"{""From: Chase 401k Support <no-reply@chase.online.net>"": ""The sender's domain 'chase.online.net' is suspicious and not the official 'chase.com'."", ""Subject: URGENT: 401k Account Suspension Notice - Action Required"": ""Uses urgent and threatening language, a common phishing tactic."", ""Dear Employee"": ""Generic greeting instead of a personalized name, which is unusual for important financial communications."", ""Failure to do so could change your retirement."": ""Threatens severe consequences to pressure the recipient into immediate action."", ""Update Your Information Now [-> https://chaseonline.chase.online.com/Logon.aspx]"": ""The URL 'chaseonline.chase.online.com' is a highly suspicious domain attempting to mimic a legitimate Chase website, indicating a phishing attempt.""}","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Chase 401k Support <no-reply@chase.online.net>"": ""The sender's domain 'chase.online.net' is suspicious and not the official 'chase.com'."",
    ""Subject: URGENT: 401k Account Suspension Notice - Action Required"": ""Uses urgent and threatening language, a common phishing tactic."",
    ""Dear Employee"": ""Generic greeting instead of a personalized name, which is unusual for important financial communications."",
    ""Failure to do so could change your retirement."": ""Threatens severe consequences to pressure the recipient into immediate action."",
    ""Update Your Information Now [-> https://chaseonline.chase.online.com/Logon.aspx]"": ""The URL 'chaseonline.chase.online.com' is a highly suspicious domain attempting to mimic a legitimate Chase website, indicating a phishing attempt.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,4,1190,overconfidence,llm,ham,Archive,0,"{""From: Change Security Team <security@change.org>"": ""Identifies the sender as a legitimate security team from a known organization."", ""Subject: Routine Account Privacy Notice"": ""Indicates the email is informational and not urgent."", ""Important Information Regarding Your Account Privacy"": ""Confirms the informational nature of the email."", ""Please open a new web browser, navigate directly to our official website, and log in to your secure account dashboard."": ""Advises best security practices by not providing a direct link, indicating a legitimate security communication."", ""This is a routine informational email. No immediate action is required on your part."": ""Explicitly states that no action is needed, making archiving the most suitable response.""}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{
  ""action"": ""Archive"",
  ""relevant_strings_dict"": {
    ""From: Change Security Team <security@change.org>"": ""Identifies the sender as a legitimate security team from a known organization."",
    ""Subject: Routine Account Privacy Notice"": ""Indicates the email is informational and not urgent."",
    ""Important Information Regarding Your Account Privacy"": ""Confirms the informational nature of the email."",
    ""Please open a new web browser, navigate directly to our official website, and log in to your secure account dashboard."": ""Advises best security practices by not providing a direct link, indicating a legitimate security communication."",
    ""This is a routine informational email. No immediate action is required on your part."": ""Explicitly states that no action is needed, making archiving the most suitable response.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,5,642,anchoring,llm,phishing,Mark as Spam,0,"{""From: ABC Cellphone Support <updates@abccellphone.com>"": ""The sender's domain is generic and could be easily faked."", ""Action Required - Notice #84729: Our system shows that you have currently used 14.8 GB of your 15.0 GB monthly data limit. Once you exceed this limit, an automatic overage fee of $45.00 will be applied to your upcoming invoice."": ""Creates a sense of urgency and fear of unexpected charges, a common phishing tactic."", ""Because you are a long-term customer, we are offering you a one-time courtesy to waive this pending $45.00 fee and upgrade your data capacity for free."": ""Offers an overly generous and suspicious 'solution' to the problem, typical of phishing."", ""Download Fee Waiver Document [-> http://www.abccellphone.url.com/auth/account-verification]"": ""The embedded link's domain 'abccellphone.url.com' is suspicious and different from the sender's apparent domain, indicating a phishing attempt.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: ABC Cellphone Support <updates@abccellphone.com>"": ""The sender's domain is generic and could be easily faked."",
    ""Action Required - Notice #84729: Our system shows that you have currently used 14.8 GB of your 15.0 GB monthly data limit. Once you exceed this limit, an automatic overage fee of $45.00 will be applied to your upcoming invoice."": ""Creates a sense of urgency and fear of unexpected charges, a common phishing tactic."",
    ""Because you are a long-term customer, we are offering you a one-time courtesy to waive this pending $45.00 fee and upgrade your data capacity for free."": ""Offers an overly generous and suspicious 'solution' to the problem, typical of phishing."",
    ""Download Fee Waiver Document [-> http://www.abccellphone.url.com/auth/account-verification]"": ""The embedded link's domain 'abccellphone.url.com' is suspicious and different from the sender's apparent domain, indicating a phishing attempt.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,6,952,conformity,human,ham,Click Link,0,"{""From: Secarmour Security <webinars@secarmour.com>"": ""Identifies the sender as a legitimate security company."", ""Subject: Invitation: January Wisdom Insiders Meeting"": ""Clearly states the email is an invitation to an event."", ""Deep Dive: 2023 State of the Security Report"": ""Highlights the topic of the meeting, which is relevant to security."", ""Event: January Wisdom Insiders Meeting\nDate: Tuesday, January 29, 2023\nTime: 11:00 a.m. – 12:00 p.m. ET"": ""Provides key details about the event."", ""Register Now [-> http://secarmour.com/registration]"": ""Direct call to action to register for the event, with a legitimate-looking URL matching the sender's domain.""}","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""From: Secarmour Security <webinars@secarmour.com>"": ""Identifies the sender as a legitimate security company."",
    ""Subject: Invitation: January Wisdom Insiders Meeting"": ""Clearly states the email is an invitation to an event."",
    ""Deep Dive: 2023 State of the Security Report"": ""Highlights the topic of the meeting, which is relevant to security."",
    ""Event: January Wisdom Insiders Meeting\nDate: Tuesday, January 29, 2023\nTime: 11:00 a.m. – 12:00 p.m. ET"": ""Provides key details about the event."",
    ""Register Now [-> http://secarmour.com/registration]"": ""Direct call to action to register for the event, with a legitimate-looking URL matching the sender's domain.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,7,1260,overconfidence,human,ham,Click Link,0,"{""From: Bryan Mays <bmays@tucsonlovesscience.com>"": ""Identifies the sender as a legitimate individual from the club."", ""Subject: Invitation to join the Tucson Science Enthusiasts Club"": ""Clearly states the purpose of the email as an invitation."", ""Dear John"": ""Personalized greeting, indicating the email is specifically for me."", ""You have been selected to join the Tucson Science Enthusiasts Club!"": ""Highlights the main reason for the email."", ""For more information about our organization, and directions on how to join, please visit our website"": ""Direct instruction to visit the website for details."", ""Visit Our Website [-> http://www.tucsonlovesscience.com/about/new/]"": ""The specific link to click, with a legitimate URL matching the sender's domain.""}","[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""From: Bryan Mays <bmays@tucsonlovesscience.com>"": ""Identifies the sender as a legitimate individual from the club."",
    ""Subject: Invitation to join the Tucson Science Enthusiasts Club"": ""Clearly states the purpose of the email as an invitation."",
    ""Dear John"": ""Personalized greeting, indicating the email is specifically for me."",
    ""You have been selected to join the Tucson Science Enthusiasts Club!"": ""Highlights the main reason for the email."",
    ""For more information about our organization, and directions on how to join, please visit our website"": ""Direct instruction to visit the website for details."",
    ""Visit Our Website [-> http://www.tucsonlovesscience.com/about/new/]"": ""The specific link to click, with a legitimate URL matching the sender's domain.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,8,56,anchoring,human,phishing,Mark as Spam,0,"{""From: Employee Benefits <rewards-admin@global-tech-solutions.net>"": ""The sender's domain is generic and does not match 'PayPal', indicating a potential impersonation."", ""Reminder: PayPal Reward Account Up For Grabs"": ""Promises an unsolicited reward, a common tactic in phishing scams."", ""Action is required in the next 24 hours"": ""Creates a false sense of urgency to pressure the recipient into acting quickly."", ""Login attempt from unknown device."": ""A common phishing tactic to create alarm and prompt immediate action."", ""Dear Employees,"": ""Generic greeting, rather than a personalized name, which is suspicious for an important reward notification."", ""Click on the link paypal.com/98tgbni87uy [-> http://www.paypool.com/98tgbni87uy]"": ""The displayed link text 'paypal.com' is a decoy for the actual malicious URL 'paypool.com', a clear sign of phishing.""}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Employee Benefits <rewards-admin@global-tech-solutions.net>"": ""The sender's domain is generic and does not match 'PayPal', indicating a potential impersonation."",
    ""Reminder: PayPal Reward Account Up For Grabs"": ""Promises an unsolicited reward, a common tactic in phishing scams."",
    ""Action is required in the next 24 hours"": ""Creates a false sense of urgency to pressure the recipient into acting quickly."",
    ""Login attempt from unknown device."": ""A common phishing tactic to create alarm and prompt immediate action."",
    ""Dear Employees,"": ""Generic greeting, rather than a personalized name, which is suspicious for an important reward notification."",
    ""Click on the link paypal.com/98tgbni87uy [-> http://www.paypool.com/98tgbni87uy]"": ""The displayed link text 'paypal.com' is a decoy for the actual malicious URL 'paypool.com', a clear sign of phishing.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,9,994,conformity,llm,ham,Download Attachments,0,"{""From: Poloniex Community <newsletter@poloniex.com>"": ""Identifies the sender as a legitimate crypto exchange's newsletter."", ""Subject: Welcome to the Poloniex Community Newsletter"": ""Clearly states the email is a newsletter and welcomes the recipient."", ""Welcome to Your Poloniex Community Newsletter"": ""Reiterates the purpose of the email."", ""To read this week's community highlights and see the trends your peers are following, please download the attached newsletter PDF"": ""Direct instruction to download the attached PDF to access the content."", ""https://www.poloniex.com/newsletter.pdf"": ""The link points to a PDF on the legitimate Poloniex domain, confirming the attachment is safe to download.""}","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""From: Poloniex Community <newsletter@poloniex.com>"": ""Identifies the sender as a legitimate crypto exchange's newsletter."",
    ""Subject: Welcome to the Poloniex Community Newsletter"": ""Clearly states the email is a newsletter and welcomes the recipient."",
    ""Welcome to Your Poloniex Community Newsletter"": ""Reiterates the purpose of the email."",
    ""To read this week's community highlights and see the trends your peers are following, please download the attached newsletter PDF"": ""Direct instruction to download the attached PDF to access the content."",
    ""https://www.poloniex.com/newsletter.pdf"": ""The link points to a PDF on the legitimate Poloniex domain, confirming the attachment is safe to download.""
  }
}"
llm-gemini-25flash-seq3-001,gemini,gemini-2.5-flash,3,10,664,authority,human,phishing,Mark as Spam,0,"{""From: Jeremy Paulson <paulson.j@iu.edu>"": ""While the sender's email appears legitimate, the deceptive link raises suspicion."", ""Here is the link to my CV online [-> http://www.indiana.edu.cv-link-hosting.com]"": ""The displayed text 'indiana.edu' is used to mask a suspicious and unrelated domain 'cv-link-hosting.com', indicating a phishing attempt.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""From: Jeremy Paulson <paulson.j@iu.edu>"": ""While the sender's email appears legitimate, the deceptive link raises suspicion."",
    ""Here is the link to my CV online [-> http://www.indiana.edu.cv-link-hosting.com]"": ""The displayed text 'indiana.edu' is used to mask a suspicious and unrelated domain 'cv-link-hosting.com', indicating a phishing attempt.""
  }
}"
