subject_id,provider,model,sequence_id,trial_order,email_id,bias,author,legitimacy,action,hit,saliency_strings,saliency_vector,raw_response
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,1,732,urgency,human,phishing,Mark as Spam,0,"{""no-reply@chase.online.net"": ""Suspicious sender domain, not official Chase."", ""URGENT: 401k Account Suspension Notice - Action Required"": ""Uses urgency and fear tactics, common in phishing."", ""Dear Employee"": ""Generic greeting, not personalized."", ""Failure to do so could change your retirement."": ""High-pressure tactic to induce immediate action."", ""https://chaseonline.chase.online.com/Logon.aspx"": ""Highly suspicious URL; the domain 'chase.online.com' is not the official Chase domain.""}","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""no-reply@chase.online.net"": ""Suspicious sender domain, not official Chase."",
    ""URGENT: 401k Account Suspension Notice - Action Required"": ""Uses urgency and fear tactics, common in phishing."",
    ""Dear Employee"": ""Generic greeting, not personalized."",
    ""Failure to do so could change your retirement."": ""High-pressure tactic to induce immediate action."",
    ""https://chaseonline.chase.online.com/Logon.aspx"": ""Highly suspicious URL; the domain 'chase.online.com' is not the official Chase domain.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,2,944,authority,human,ham,Click Link,0,"{""Job Alerts Hub <noreply@jobalertshub.com>"": ""Identifies the sender as a job alert service."", ""Accenture Associate Walk-in 2022 - Job Notification"": ""Clearly states the subject matter of the email."", ""Click Here to Apply & View More Details >> [-> http://jobalertshub.com]"": ""The primary call to action, indicating where to find more information about the job.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""Job Alerts Hub <noreply@jobalertshub.com>"": ""Identifies the sender as a job alert service."",
    ""Accenture Associate Walk-in 2022 - Job Notification"": ""Clearly states the subject matter of the email."",
    ""Click Here to Apply & View More Details >> [-> http://jobalertshub.com]"": ""The primary call to action, indicating where to find more information about the job.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,3,784,familiarity,human,ham,Download Attachments,0,"{""Prakiti | Chiiz Magazine <prakiti@chiiz.com>"": ""Identifies the sender as a legitimate photography magazine."", ""Your Published Work in Chiiz Magazine - Digital Copy & JPEGs"": ""Clearly states the purpose of the email and the content provided."", ""Hello Naveed"": ""Personalized greeting, indicating the email is specifically for the recipient."", ""We are providing you with the digital version of CHIIZ Magazine ... and the JPEG files of your published work."": ""Explains what is being offered to the recipient."", ""Access and download your JPEG files here: Download JPEG Files [-> https://drive.chiiz.com/open?id=1EUf9az70nV]"": ""Direct instruction and link to access the promised files.""}","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""Prakiti | Chiiz Magazine <prakiti@chiiz.com>"": ""Identifies the sender as a legitimate photography magazine."",
    ""Your Published Work in Chiiz Magazine - Digital Copy & JPEGs"": ""Clearly states the purpose of the email and the content provided."",
    ""Hello Naveed"": ""Personalized greeting, indicating the email is specifically for the recipient."",
    ""We are providing you with the digital version of CHIIZ Magazine ... and the JPEG files of your published work."": ""Explains what is being offered to the recipient."",
    ""Access and download your JPEG files here: Download JPEG Files [-> https://drive.chiiz.com/open?id=1EUf9az70nV]"": ""Direct instruction and link to access the promised files.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,4,894,familiarity,llm,ham,Download Attachments,0,"{""Dr. Elodie Vaneau <president@paris.edu>"": ""Identifies the sender as the legitimate President of the institution."", ""Official Update from the Office of the President"": ""Indicates the official and important nature of the email's content."", ""Dear Casey Rivera"": ""Personalized greeting, confirming the email is intended for the recipient."", ""please download the attached official newsletter"": ""Direct instruction to download an attachment for important updates."", ""Download the attached file to view the memories."": ""Another clear instruction to download an attachment.""}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Download Attachments"",
  ""relevant_strings_dict"": {
    ""Dr. Elodie Vaneau <president@paris.edu>"": ""Identifies the sender as the legitimate President of the institution."",
    ""Official Update from the Office of the President"": ""Indicates the official and important nature of the email's content."",
    ""Dear Casey Rivera"": ""Personalized greeting, confirming the email is intended for the recipient."",
    ""please download the attached official newsletter"": ""Direct instruction to download an attachment for important updates."",
    ""Download the attached file to view the memories."": ""Another clear instruction to download an attachment.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,5,722,overconfidence,llm,phishing,Mark as Spam,0,"{""StateU IT Helpdesk <helpdesk@stateu.edu>"": ""The sender's display name and email address appear legitimate, but the content suggests otherwise."", ""URGENT: 401k Account Suspension Notice - Action Required"": ""The subject line uses urgency and fear tactics, common in phishing."", ""unauthorized login attempt on your student portal from an unrecognized overseas IP address."": ""Creates a sense of immediate threat and urgency."", ""Immediate action required: Your university account, email, and campus Wi-Fi access will be locked in exactly 30 minutes"": ""Uses extreme time pressure and threats of account suspension, a common phishing tactic."", ""You must verify your identity right now to stop this security lockdown and secure your tuition funds."": ""Emphasizes immediate action and financial threat."", ""http://state-university-secure-portal-auth.com"": ""The URL is highly suspicious and does not match the official 'stateu.edu' domain, indicating a phishing attempt.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""StateU IT Helpdesk <helpdesk@stateu.edu>"": ""The sender's display name and email address appear legitimate, but the content suggests otherwise."",
    ""URGENT: 401k Account Suspension Notice - Action Required"": ""The subject line uses urgency and fear tactics, common in phishing."",
    ""unauthorized login attempt on your student portal from an unrecognized overseas IP address."": ""Creates a sense of immediate threat and urgency."",
    ""Immediate action required: Your university account, email, and campus Wi-Fi access will be locked in exactly 30 minutes"": ""Uses extreme time pressure and threats of account suspension, a common phishing tactic."",
    ""You must verify your identity right now to stop this security lockdown and secure your tuition funds."": ""Emphasizes immediate action and financial threat."",
    ""http://state-university-secure-portal-auth.com"": ""The URL is highly suspicious and does not match the official 'stateu.edu' domain, indicating a phishing attempt.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,6,914,urgency,llm,ham,Archive,0,"{""Marcus Vance <mvance@wildcats.edu>"": ""Identifies the sender as the Chief Information Security Officer, indicating an official communication."", ""Heads up: Upcoming workstation security rollout"": ""Clearly states the subject of the email as an informational update."", ""Hi Alex Carter"": ""Personalized greeting, confirming the email is intended for the recipient."", ""I am issuing a mandatory update regarding our internal security posture."": ""Indicates important information about new security measures."", ""You can read the full breakdown of the upcoming changes on the internal HR and IT portal."": ""Suggests where to find more details, but doesn't provide a direct link or attachment in this email."", ""we will never ask you for your password, SSN, or other sensitive information via email."": ""Important security reminder, reinforcing the legitimacy of the sender and providing a warning against phishing.""}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Archive"",
  ""relevant_strings_dict"": {
    ""Marcus Vance <mvance@wildcats.edu>"": ""Identifies the sender as the Chief Information Security Officer, indicating an official communication."",
    ""Heads up: Upcoming workstation security rollout"": ""Clearly states the subject of the email as an informational update."",
    ""Hi Alex Carter"": ""Personalized greeting, confirming the email is intended for the recipient."",
    ""I am issuing a mandatory update regarding our internal security posture."": ""Indicates important information about new security measures."",
    ""You can read the full breakdown of the upcoming changes on the internal HR and IT portal."": ""Suggests where to find more details, but doesn't provide a direct link or attachment in this email."",
    ""we will never ask you for your password, SSN, or other sensitive information via email."": ""Important security reminder, reinforcing the legitimacy of the sender and providing a warning against phishing.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,7,742,authority,llm,phishing,Mark as Spam,0,"{""Dr. Robert Jenkins <r.jenkins@falcon.edu>"": ""While the sender's email appears legitimate, the content is highly suspicious."", ""OFFICIAL NOTICE: Mandatory Action Required"": ""Uses high-pressure language to create urgency."", ""Dear Student"": ""Generic greeting, often used in phishing attempts."", ""Download Course Materials [-> http://falcon.edu.education.com]"": ""The URL is highly suspicious; 'falcon.edu.education.com' is not the official 'falcon.edu' domain."", ""Failure to download the attached instructions and complete this course by 5:00 PM tomorrow will result in an immediate administrative hold on your account, suspending your campus Wi-Fi privileges and course registration."": ""Threatens severe, immediate consequences, a common phishing tactic.""}","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""Dr. Robert Jenkins <r.jenkins@falcon.edu>"": ""While the sender's email appears legitimate, the content is highly suspicious."",
    ""OFFICIAL NOTICE: Mandatory Action Required"": ""Uses high-pressure language to create urgency."",
    ""Dear Student"": ""Generic greeting, often used in phishing attempts."",
    ""Download Course Materials [-> http://falcon.edu.education.com]"": ""The URL is highly suspicious; 'falcon.edu.education.com' is not the official 'falcon.edu' domain."",
    ""Failure to download the attached instructions and complete this course by 5:00 PM tomorrow will result in an immediate administrative hold on your account, suspending your campus Wi-Fi privileges and course registration."": ""Threatens severe, immediate consequences, a common phishing tactic.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,8,736,urgency,human,phishing,Click Link,1,"{""Mike Smith <m.smith@invites.com>"": ""Identifies the sender of the invitation."", ""Annual Winter Gala - RSVP"": ""Clearly states the purpose of the email."", ""You're Invited!"": ""Directly indicates the email is an invitation."", ""Click here to register [-> http://invitees.com]"": ""The primary call to action to RSVP for the event.""}","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""Mike Smith <m.smith@invites.com>"": ""Identifies the sender of the invitation."",
    ""Annual Winter Gala - RSVP"": ""Clearly states the purpose of the email."",
    ""You're Invited!"": ""Directly indicates the email is an invitation."",
    ""Click here to register [-> http://invitees.com]"": ""The primary call to action to RSVP for the event.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,9,964,anchoring,human,ham,Click Link,0,"{""Dropbox <no-reply@dropboxmail.com>"": ""Identifies the sender as the legitimate Dropbox service."", ""Jacob invited you to check out Dropbox"": ""Clearly states the purpose of the email as an invitation."", ""Jacob (jacob14@gmail.com) thinks you should use Dropbox!"": ""Indicates a known contact is recommending the service."", ""Get started through this email, and you'll get an extra 500 MB added to your 2 GB of free space."": ""Highlights a benefit for accepting the invitation."", ""Accept invite [-> https://www.dropbox.com/referrals/AADuX582bAET]"": ""The direct call to action to accept the invitation and the associated link.""}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Click Link"",
  ""relevant_strings_dict"": {
    ""Dropbox <no-reply@dropboxmail.com>"": ""Identifies the sender as the legitimate Dropbox service."",
    ""Jacob invited you to check out Dropbox"": ""Clearly states the purpose of the email as an invitation."",
    ""Jacob (jacob14@gmail.com) thinks you should use Dropbox!"": ""Indicates a known contact is recommending the service."",
    ""Get started through this email, and you'll get an extra 500 MB added to your 2 GB of free space."": ""Highlights a benefit for accepting the invitation."",
    ""Accept invite [-> https://www.dropbox.com/referrals/AADuX582bAET]"": ""The direct call to action to accept the invitation and the associated link.""
  }
}"
llm-gemini-25flash-seq4-001,gemini,gemini-2.5-flash,4,10,501,overconfidence,llm,phishing,Mark as Spam,0,"{""URGENT: Executive Directive - Portal Migration"": ""Uses extreme urgency and high-pressure language, common in phishing."", ""Per a direct, mandatory order from the Chief Executive Officer (CEO) and the IT Security Team, all employees must immediately validate their single sign-on credentials"": ""Creates a false sense of authority and immediate requirement."", ""your workstation access isn't automatically revoked tonight."": ""Threatens immediate negative consequences for non-compliance."", ""https://companynetwork.com/auth/verify [-> http://www.companynetwork.authorization.com/login]"": ""The displayed link is deceptive; the actual URL 'http://www.companynetwork.authorization.com/login' is suspicious and does not match the legitimate domain, indicating a phishing attempt. Also, it uses HTTP instead of HTTPS for a login page.""}","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","{
  ""action"": ""Mark as Spam"",
  ""relevant_strings_dict"": {
    ""URGENT: Executive Directive - Portal Migration"": ""Uses extreme urgency and high-pressure language, common in phishing."",
    ""Per a direct, mandatory order from the Chief Executive Officer (CEO) and the IT Security Team, all employees must immediately validate their single sign-on credentials"": ""Creates a false sense of authority and immediate requirement."",
    ""your workstation access isn't automatically revoked tonight."": ""Threatens immediate negative consequences for non-compliance."",
    ""https://companynetwork.com/auth/verify [-> http://www.companynetwork.authorization.com/login]"": ""The displayed link is deceptive; the actual URL 'http://www.companynetwork.authorization.com/login' is suspicious and does not match the legitimate domain, indicating a phishing attempt. Also, it uses HTTP instead of HTTPS for a login page.""
  }
}"
